Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance,Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY21-AMER-1144,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/25/20,4/15/21,2537,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-1145,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/26/20,4/15/21,2549.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-1146,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/27/20,4/15/21,2561.4,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-1147,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/28/20,4/15/21,2573.6,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1148,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/29/20,4/15/21,2585.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1149,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/30/20,4/15/21,2598,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1150,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",5/31/20,4/15/21,2610.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-1151,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/1/20,4/15/21,2622.4,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-1152,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/2/20,4/15/21,2634.6,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-1153,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/3/20,4/15/21,2646.8,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1154,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/4/20,4/15/21,2659,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1155,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/5/20,4/15/21,2671.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1156,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/6/20,4/15/21,2683.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-1157,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/7/20,4/15/21,2695.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-1158,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/8/20,4/15/21,2707.8,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-1159,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/9/20,4/15/21,2720,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1160,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/10/20,4/15/21,2732.2,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1161,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/11/20,4/15/21,2744.4,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1162,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/12/20,4/15/21,2756.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-1163,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/13/20,4/15/21,2768.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-1164,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/14/20,4/15/21,2781,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-1165,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/15/20,4/15/21,2793.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1166,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/16/20,4/15/21,2805.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1167,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/18/20,4/15/21,2817.6,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1168,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/19/20,4/15/21,2829.8,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-1169,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/20/20,4/15/21,2842,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-1170,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/20/20,4/15/21,2854.2,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-1171,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/21/20,4/15/21,2866.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1172,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/22/20,4/15/21,2878.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1173,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/23/20,4/15/21,2890.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1174,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/24/20,4/15/21,2903,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-1175,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/25/20,4/15/21,2915.2,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-1176,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/26/20,4/15/21,2927.4,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-1177,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/27/20,4/15/21,2939.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1178,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/28/20,4/15/21,2951.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1179,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/29/20,4/15/21,2964,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1180,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",6/30/20,4/15/21,2976.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-1181,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/1/20,4/15/21,2988.4,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-1182,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/2/20,4/15/21,3000.6,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-1183,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/3/20,4/15/21,3012.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1184,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/4/20,4/15/21,3025,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1185,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/5/20,4/15/21,3037.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1186,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/6/20,4/15/21,3049.4,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-1187,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/7/20,4/15/21,3061.6,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-1188,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/8/20,4/15/21,3073.8,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-1189,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/9/20,4/15/21,3086,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1190,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/10/20,4/15/21,3098.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1191,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/11/20,4/15/21,3110.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1192,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/12/20,4/15/21,3122.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-1193,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/13/20,4/15/21,3134.8,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-1194,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/14/20,4/15/21,3147,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-1195,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/15/20,4/15/21,3159.2,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1196,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/16/20,4/15/21,3171.4,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1197,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/18/20,4/15/21,3183.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1198,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/19/20,4/15/21,3195.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-1199,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/20/20,4/15/21,8609.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-1200,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/20/20,4/15/21,8634.5,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-1201,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/21/20,4/15/21,8659.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1202,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/22/20,4/15/21,8684.7,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1203,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/23/20,4/15/21,8709.8,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1204,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/24/20,4/15/21,8734.9,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-1205,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/25/20,4/15/21,8760,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-1206,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/26/20,4/15/21,8785.1,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-1207,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/27/20,4/15/21,8810.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1208,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/28/20,4/15/21,8835.3,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1209,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/29/20,4/15/21,8860.4,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1210,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/30/20,4/15/21,8885.5,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-1211,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",7/31/20,4/15/21,8910.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-1212,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/1/20,4/15/21,8935.7,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-1213,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/2/20,4/15/21,8960.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1214,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/3/20,4/15/21,8985.9,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1215,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/4/20,4/15/21,9011,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1216,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/5/20,4/15/21,9036.1,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-1217,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/6/20,4/15/21,9061.2,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-1218,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/7/20,4/15/21,9086.3,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-1219,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/8/20,4/15/21,9111.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1220,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/9/20,4/15/21,9136.5,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1221,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/10/20,4/15/21,9161.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1222,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/11/20,4/15/21,9186.7,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-1223,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/12/20,4/15/21,9211.8,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-1224,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/13/20,4/15/21,9236.9,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
AT-FY21-AMER-1225,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/14/20,4/15/21,9262,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1226,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/15/20,4/15/21,9287.1,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1227,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/16/20,4/15/21,9312.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1228,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/18/20,4/15/21,9337.3,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-1229,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/19/20,4/15/21,9362.4,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-1230,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/20/20,4/15/21,3586.2,Air Travel Factors,Business Travel FY21 - ME,British Airways,General COO
AT-FY21-AMER-1231,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/20/20,4/15/21,3598.4,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1232,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/21/20,4/15/21,3610.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1233,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/22/20,4/15/21,3622.8,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1234,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/23/20,4/15/21,3635,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-1235,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/24/20,4/15/21,3647.2,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,LATAM Sales
AT-FY21-AMER-1236,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/25/20,4/15/21,3659.4,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,General COO
AT-FY21-AMER-1237,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/26/20,4/15/21,3671.6,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1238,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/27/20,4/15/21,3683.8,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1239,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/28/20,4/15/21,3696,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,AMER Sales 
AT-FY21-AMER-1240,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/29/20,4/15/21,3708.2,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-1241,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/30/20,4/15/21,3720.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,Product Marketing
AT-FY21-AMER-1242,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",8/31/20,4/15/21,3732.6,Air Travel Factors,Business Travel FY21 - ME,Delta Airlines,LATAM Sales
AT-FY21-AMER-1243,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/1/20,4/15/21,3744.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1244,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/2/20,4/15/21,3757,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1245,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/3/20,4/15/21,3769.2,Air Travel Factors,Business Travel FY21 - AMER,KLM,EMEA Sales
AT-FY21-AMER-1246,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/4/20,4/15/21,3781.4,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-1247,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/5/20,4/15/21,3793.6,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,EMEA Operations
AT-FY21-AMER-1248,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/6/20,4/15/21,3805.8,Air Travel Factors,Business Travel FY21 - ME,United Airlines,Product Marketing
AT-FY21-AMER-1249,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/7/20,4/15/21,3818,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1250,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/8/20,4/15/21,3830.2,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1251,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/9/20,4/15/21,3842.4,Air Travel Factors,Business Travel FY21 - AMER,British Airways,General COO
AT-FY21-AMER-1252,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/10/20,4/15/21,3854.6,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-1253,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/11/20,4/15/21,3866.8,Air Travel Factors,Business Travel FY21 - LATAM,United Airlines,AMER Sales 
AT-FY21-AMER-1254,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/12/20,4/15/21,3879,Air Travel Factors,Business Travel FY21 - ME,United Airlines,EMEA Operations
AT-FY21-AMER-1255,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/13/20,4/15/21,3891.2,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1256,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/14/20,4/15/21,3903.4,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1257,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/15/20,4/15/21,3915.6,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,General COO
AT-FY21-AMER-1258,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/16/20,4/15/21,3927.8,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-1259,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/18/20,4/15/21,3940,Air Travel Factors,Business Travel FY21 - LATAM,KLM,EMEA Sales
AT-FY21-AMER-1260,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/19/20,4/15/21,3952.2,Air Travel Factors,Business Travel FY21 - ME,United Airlines,AMER Sales 
AT-FY21-AMER-1261,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/20/20,4/15/21,3964.4,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,EMEA Operations
AT-FY21-AMER-1262,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/20/20,4/15/21,3976.6,Air Travel Factors,Business Travel FY21 - AMER,United Airlines,Product Marketing
AT-FY21-AMER-1263,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/21/20,4/15/21,3988.8,Air Travel Factors,Business Travel FY21 - AMER,Delta Airlines,LATAM Sales
AT-FY21-AMER-1264,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/22/20,4/15/21,4001,Air Travel Factors,Business Travel FY21 - LATAM,Delta Airlines,General COO
AT-FY21-AMER-1265,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/23/20,4/15/21,4013.2,Air Travel Factors,Business Travel FY21 - LATAM,British Airways,General COO
AT-FY21-AMER-1266,Air Travel - All Org - FY21,Air Travel,"SMITH, JANE",9/24/20,4/15/21,4025.4,Air Travel Factors,Business Travel FY21 - ME,KLM,EMEA Sales
