Energy Use Record Name,Carbon Footprint Name,Record Type,Traveler Full Name,Report Start Date,Carbon Inventory Date,Segment Distance (Miles),Emission Factors - Scope 3,Organization Asset,Vendor Name,Cost Center
AT-FY20-AMER-1138,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/19/19,4/15/20,2463.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-1139,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/20/19,4/15/20,2476,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-1140,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/21/19,4/15/20,2488.2,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-1141,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/22/19,4/15/20,2500.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1142,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/23/19,4/15/20,2512.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1143,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/24/19,4/15/20,2524.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1144,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/25/19,4/15/20,2537,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-1145,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/26/19,4/15/20,2549.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-1146,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/27/19,4/15/20,2561.4,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-1147,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/28/19,4/15/20,2573.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1148,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/29/19,4/15/20,2585.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1149,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/30/19,4/15/20,2598,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1150,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",5/31/19,4/15/20,2610.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-1151,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/1/19,4/15/20,2622.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-1152,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/2/19,4/15/20,2634.6,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-1153,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/3/19,4/15/20,2646.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1154,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/4/19,4/15/20,2659,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1155,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/5/19,4/15/20,2671.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1156,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/6/19,4/15/20,2683.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-1157,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/7/19,4/15/20,2695.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-1158,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/8/19,4/15/20,2707.8,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-1159,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/9/19,4/15/20,2720,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1160,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/10/19,4/15/20,2732.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1161,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/11/19,4/15/20,2744.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1162,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/12/19,4/15/20,2756.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-1163,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/13/19,4/15/20,2768.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-1164,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/14/19,4/15/20,2781,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,Product Marketing
AT-FY20-AMER-1165,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/15/19,4/15/20,2793.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1166,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/16/19,4/15/20,2805.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1167,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/17/19,4/15/20,2817.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1168,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/18/19,4/15/20,2829.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-1169,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/19/19,4/15/20,2842,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-1170,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/20/19,4/15/20,2854.2,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-1171,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/21/19,4/15/20,2866.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1172,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/22/19,4/15/20,2878.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1173,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/23/19,4/15/20,2890.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1174,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/24/19,4/15/20,2903,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-1175,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/25/19,4/15/20,2915.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-1176,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/26/19,4/15/20,2927.4,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
AT-FY20-AMER-1177,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/27/19,4/15/20,2939.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1178,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/28/19,4/15/20,2951.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1179,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/29/19,4/15/20,2964,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1180,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",6/30/19,4/15/20,2976.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-1181,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/1/19,4/15/20,2988.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-1182,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/2/19,4/15/20,3000.6,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-1183,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/3/19,4/15/20,3012.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1184,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/4/19,4/15/20,3025,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1185,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/5/19,4/15/20,3037.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1186,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/6/19,4/15/20,3049.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-1187,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/7/19,4/15/20,3061.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-1188,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/8/19,4/15/20,3073.8,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-1189,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/9/19,4/15/20,3086,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1190,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/10/19,4/15/20,3098.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1191,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/11/19,4/15/20,3110.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1192,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/12/19,4/15/20,3122.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-1193,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/13/19,4/15/20,3134.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-1194,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/14/19,4/15/20,3147,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-1195,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/15/19,4/15/20,3159.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1196,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/16/19,4/15/20,3171.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1197,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/17/19,4/15/20,3183.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1198,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/18/19,4/15/20,3195.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-1199,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/19/19,4/15/20,8609.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-1200,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/20/19,4/15/20,8634.5,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-1201,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/21/19,4/15/20,8659.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1202,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/22/19,4/15/20,8684.7,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1203,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/23/19,4/15/20,8709.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1204,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/24/19,4/15/20,8734.9,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-1205,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/25/19,4/15/20,8760,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-1206,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/26/19,4/15/20,8785.1,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,Product Marketing
AT-FY20-AMER-1207,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/27/19,4/15/20,8810.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1208,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/28/19,4/15/20,8835.3,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1209,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/29/19,4/15/20,8860.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1210,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/30/19,4/15/20,8885.5,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-1211,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",7/31/19,4/15/20,8910.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-1212,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/1/19,4/15/20,8935.7,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-1213,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/2/19,4/15/20,8960.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1214,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/3/19,4/15/20,8985.9,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1215,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/4/19,4/15/20,9011,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1216,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/5/19,4/15/20,9036.1,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-1217,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/6/19,4/15/20,9061.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-1218,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/7/19,4/15/20,9086.3,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
AT-FY20-AMER-1219,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/8/19,4/15/20,9111.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1220,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/9/19,4/15/20,9136.5,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1221,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/10/19,4/15/20,9161.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1222,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/11/19,4/15/20,9186.7,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-1223,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/12/19,4/15/20,9211.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-1224,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/13/19,4/15/20,9236.9,Scope 3 Travel Factors,Business Travel FY20 - ME,KLM,EMEA Sales
AT-FY20-AMER-1225,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/14/19,4/15/20,9262,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1226,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/15/19,4/15/20,9287.1,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1227,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/16/19,4/15/20,9312.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1228,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/17/19,4/15/20,9337.3,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-1229,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/18/19,4/15/20,9362.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,General COO
AT-FY20-AMER-1230,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/19/19,4/15/20,3586.2,Scope 3 Travel Factors,Business Travel FY20 - ME,British Airways,General COO
AT-FY20-AMER-1231,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/20/19,4/15/20,3598.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1232,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/21/19,4/15/20,3610.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1233,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/22/19,4/15/20,3622.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,EMEA Operations
AT-FY20-AMER-1234,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/23/19,4/15/20,3635,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-1235,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/24/19,4/15/20,3647.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,Delta Airlines,LATAM Sales
AT-FY20-AMER-1236,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/25/19,4/15/20,3659.4,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,General COO
AT-FY20-AMER-1237,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/26/19,4/15/20,3671.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1238,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/27/19,4/15/20,3683.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1239,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/28/19,4/15/20,3696,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,AMER Sales 
AT-FY20-AMER-1240,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/29/19,4/15/20,3708.2,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-1241,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/30/19,4/15/20,3720.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,Product Marketing
AT-FY20-AMER-1242,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",8/31/19,4/15/20,3732.6,Scope 3 Travel Factors,Business Travel FY20 - ME,Delta Airlines,LATAM Sales
AT-FY20-AMER-1243,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/1/19,4/15/20,3744.8,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1244,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/2/19,4/15/20,3757,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1245,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/3/19,4/15/20,3769.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,KLM,EMEA Sales
AT-FY20-AMER-1246,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/4/19,4/15/20,3781.4,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-1247,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/5/19,4/15/20,3793.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,EMEA Operations
AT-FY20-AMER-1248,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/6/19,4/15/20,3805.8,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,Product Marketing
AT-FY20-AMER-1249,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/7/19,4/15/20,3818,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1250,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/8/19,4/15/20,3830.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1251,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/9/19,4/15/20,3842.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,British Airways,General COO
AT-FY20-AMER-1252,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/10/19,4/15/20,3854.6,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-1253,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/11/19,4/15/20,3866.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,United Airlines,AMER Sales 
AT-FY20-AMER-1254,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/12/19,4/15/20,3879,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,EMEA Operations
AT-FY20-AMER-1255,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/13/19,4/15/20,3891.2,Scope 3 Travel Factors,Business Travel FY20 - AMER,United Airlines,Product Marketing
AT-FY20-AMER-1256,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/14/19,4/15/20,3903.4,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,LATAM Sales
AT-FY20-AMER-1257,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/15/19,4/15/20,3915.6,Scope 3 Travel Factors,Business Travel FY20 - AMER,Delta Airlines,General COO
AT-FY20-AMER-1258,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/16/19,4/15/20,3927.8,Scope 3 Travel Factors,Business Travel FY20 - LATAM,British Airways,General COO
AT-FY20-AMER-1259,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/17/19,4/15/20,3940,Scope 3 Travel Factors,Business Travel FY20 - LATAM,KLM,EMEA Sales
AT-FY20-AMER-1260,Air Travel - All Org - FY20,Air Travel,"SMITH, JANE",9/18/19,4/15/20,3952.2,Scope 3 Travel Factors,Business Travel FY20 - ME,United Airlines,AMER Sales 
