Energy Use Record Name,Carbon Footprint Name,Traveler Full Name,Rental Car Company Name,Rental Car Company Code,Record Type,Carbon Inventory Date,Report Start Date,Report End Date,Cost Center,Organization Asset,Vendor Name,Expense Type,Vendor-provided emissions (tCO2e),Emission Factors - Scope 3,Distance Unit ,Trip Distance
Rental Car - FY21 - RecID 2683,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/19/20,3/20/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.011917462,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2684,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/20/20,3/21/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.204418996,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2685,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/21/20,3/21/20,AMER Sales,Business Travel FY21 - LATAM,Hertz,Rental Car,0.016336625,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2686,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/21/20,3/22/20,EMEA Operations,Business Travel FY21 - ME,Hertz,Rental Car,0.207907239,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2687,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/22/20,3/23/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.038100964,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2688,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/23/20,3/24/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.119599125,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2689,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/24/20,3/25/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.01833843,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2690,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/25/20,3/26/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.031040353,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2691,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/26/20,3/27/20,AMER Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.132215491,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2692,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/27/20,3/28/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.147588956,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2693,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/28/20,3/29/20,Product Marketing,Business Travel FY21 - AMER,Enterprise,Rental Car,0.041222732,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2694,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/29/20,3/30/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.126316243,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2695,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/30/20,3/31/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.182849558,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2696,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,3/31/20,4/1/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.121360588,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2697,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/1/20,4/2/20,General COO,Business Travel FY21 - ME,Hertz,Rental Car,0.105758774,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2698,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/2/20,4/3/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.172185201,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2699,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/3/20,4/4/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.037483739,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2700,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/4/20,4/5/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.007487869,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2701,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/5/20,4/6/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.107363926,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2702,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/6/20,4/7/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.138873547,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2703,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/7/20,4/8/20,EMEA Operations,Business Travel FY21 - ME,Hertz,Rental Car,0.06628256,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2704,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/8/20,4/9/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.051082474,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2705,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/9/20,4/10/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.065287988,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2706,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/10/20,4/11/20,Product Marketing,Business Travel FY21 - AMER,Avis,Rental Car,0.109549644,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2707,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/11/20,4/12/20,LATAM Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.184563374,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2708,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/12/20,4/13/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.05516378,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2709,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/13/20,4/14/20,General COO,Business Travel FY21 - ME,Hertz,Rental Car,0.208449032,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2710,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/14/20,4/15/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.011946436,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2711,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/15/20,4/16/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.133245388,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2712,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/16/20,4/17/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.113231904,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2713,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/17/20,4/19/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.001279847,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2714,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/19/20,4/20/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.168696715,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2715,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/20/20,4/21/20,AMER Sales,Business Travel FY21 - ME,Hertz,Rental Car,0.059660205,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2716,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/21/20,4/21/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.139725366,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2717,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/21/20,4/22/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.043787017,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2718,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/22/20,4/23/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.002917356,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2719,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/23/20,4/24/20,Product Marketing,Business Travel FY21 - LATAM,Avis,Rental Car,0.113174664,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2720,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/24/20,4/25/20,LATAM Sales,Business Travel FY21 - ME,Avis,Rental Car,0.191750745,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2721,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/25/20,4/26/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.001146884,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2722,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/26/20,4/27/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.123916851,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2723,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/27/20,4/28/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.164047168,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2724,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/28/20,4/29/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.106920032,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2725,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/29/20,4/30/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.195224159,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2726,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,4/30/20,5/1/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.207831792,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2727,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/1/20,5/2/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.017325593,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2728,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/2/20,5/3/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.070836529,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2729,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/3/20,5/4/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.188903296,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2730,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/4/20,5/5/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.038309216,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2731,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/5/20,5/6/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.092468503,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2732,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/6/20,5/7/20,Product Marketing,Business Travel FY21 - ME,Avis,Rental Car,0.069748768,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2733,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/7/20,5/8/20,LATAM Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.095958215,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2734,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/8/20,5/9/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.041264524,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2735,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/9/20,5/10/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.153693261,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2736,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/10/20,5/11/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.011010609,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2737,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/11/20,5/12/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.1296432,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2738,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/12/20,5/13/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.03237923,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2739,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/13/20,5/14/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.188266448,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2740,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/14/20,5/15/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.104413383,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2741,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/15/20,5/16/20,AMER Sales,Business Travel FY21 - AMER,Enterprise,Rental Car,0.089077172,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2742,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/16/20,5/17/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.109961438,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2743,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/17/20,5/19/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.159009957,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2744,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/19/20,5/20/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.207515276,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2745,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/20/20,5/21/20,Product Marketing,Business Travel FY21 - AMER,Hertz,Rental Car,0.085797561,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2746,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/21/20,5/21/20,LATAM Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.031258287,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2747,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/21/20,5/22/20,General COO,Business Travel FY21 - AMER,Enterprise,Rental Car,0.189064873,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2748,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/22/20,5/23/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.179151717,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2749,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/23/20,5/24/20,General COO,Business Travel FY21 - ME,Avis,Rental Car,0.12923496,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2750,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/24/20,5/25/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.11144238,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2751,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/25/20,5/26/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.068990961,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2752,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/26/20,5/27/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.081287128,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2753,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/27/20,5/28/20,EMEA Operations,Business Travel FY21 - AMER,Enterprise,Rental Car,0.176315023,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2754,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/28/20,5/29/20,AMER Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.069533811,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2755,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/29/20,5/30/20,EMEA Operations,Business Travel FY21 - ME,Avis,Rental Car,0.051988752,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2756,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/30/20,5/31/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.087107386,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2757,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,5/31/20,6/1/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.1362551,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2758,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/1/20,6/2/20,Product Marketing,Business Travel FY21 - AMER,Hertz,Rental Car,0.176600492,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2759,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/2/20,6/3/20,LATAM Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.081950916,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2760,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/3/20,6/4/20,General COO,Business Travel FY21 - LATAM,Avis,Rental Car,0.122150002,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2761,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/4/20,6/5/20,General COO,Business Travel FY21 - ME,Avis,Rental Car,0.159542684,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2762,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/5/20,6/6/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.180376925,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2763,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/6/20,6/7/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.143924852,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2764,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/7/20,6/8/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.152005348,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2765,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/8/20,6/9/20,AMER Sales,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.008182959,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2766,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/9/20,6/10/20,EMEA Operations,Business Travel FY21 - LATAM,Avis,Rental Car,0.061564984,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2767,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/10/20,6/11/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.115139826,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2768,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/11/20,6/12/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.178662413,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2769,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/12/20,6/13/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.137466957,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2770,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/13/20,6/14/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.110228737,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2771,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/14/20,6/15/20,Product Marketing,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.00126805,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2772,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/15/20,6/16/20,LATAM Sales,Business Travel FY21 - LATAM,Avis,Rental Car,0.122834031,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2773,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/16/20,6/17/20,General COO,Business Travel FY21 - ME,Avis,Rental Car,0.172993133,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2774,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/17/20,6/19/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.098938824,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2775,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/19/20,6/20/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.206096889,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2776,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/20/20,6/21/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.090349196,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2777,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/21/20,6/21/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.044219943,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2778,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/21/20,6/22/20,AMER Sales,Business Travel FY21 - ME,Avis,Rental Car,0.209524288,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2779,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/22/20,6/23/20,EMEA Operations,Business Travel FY21 - AMER,Avis,Rental Car,0.079856814,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2780,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/23/20,6/24/20,AMER Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.177098617,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2781,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/24/20,6/25/20,EMEA Operations,Business Travel FY21 - AMER,Hertz,Rental Car,0.031878119,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2782,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/25/20,6/26/20,AMER Sales,Business Travel FY21 - AMER,Hertz,Rental Car,0.172960249,Rental Car - Minivan class,Miles,
Rental Car - FY21 - RecID 2783,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/26/20,6/27/20,EMEA Operations,Business Travel FY21 - LATAM,Enterprise,Rental Car,0.197024001,Rental Car - Compact class,Miles,
Rental Car - FY21 - RecID 2784,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/27/20,6/28/20,Product Marketing,Business Travel FY21 - ME,Avis,Rental Car,0.201092784,Rental Car - Full Size class,Miles,
Rental Car - FY21 - RecID 2785,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/28/20,6/29/20,LATAM Sales,Business Travel FY21 - AMER,Avis,Rental Car,0.148038868,Rental Car - Standard class,Miles,
Rental Car - FY21 - RecID 2786,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/29/20,6/30/20,General COO,Business Travel FY21 - AMER,Avis,Rental Car,0.104713841,Rental Car - SUV class,Miles,
Rental Car - FY21 - RecID 2787,Rental Cars - All Org - FY21,"SMITH, JANE",AVIS,AVS92,Rental Car,4/15/21,6/30/20,7/1/20,General COO,Business Travel FY21 - AMER,Hertz,Rental Car,0.001228169,Rental Car - Minivan class,Miles,
